"","subjNum","rxnTime","responses","timedOut","noMemory","Scene.File","Category","CatNum","ImNum","Face.File","Condition","Version","Subject.Repetition"
"559","060",60966.8000001907,"a pond being surrounded by different types of tall grass but also yellow flowers. the lighting itself is very gray meaning it is very cloudy.",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_8.jpg","Competitive",6,5
"159","060",53071.3999998569,"a small pond being surrounded by tall grasses, but the water seems to look more green than normal and surrounded by huge trees that reflect off the water.",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_9.jpg","Competitive",6,5
"459","060",91509.9000000954,"a massive lake that has a'lot of moss being built up, but also tons of trees surrounding the lake as the sun shines on everything giving it a shiny green glow.",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_13.jpg","Competitive",6,5
"660","061",58667.8999999911,"A library with lots of brown colors, carpeted flooring, two stories, layers of bookshelves and windows on the left side of the image that go outside. ",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_3.jpg","Baseline",1,6
"360","061",139662.5,"An ice rink with a blue building interior, the ice has faint red lines and many people on it including two middle aged women who are close together. A man with a t-shirt of a triangle near the center with a woman peeking just above his right shoulder. A little girl and a few other adults on the left side of the image. A person in blue attire near the back. Some individuals with white attire near the edge of the right side of the rink. There were two circular windows near the back of the rink. There is also a blonde girl with curly hair on the right side of the two middle aged women.",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_5.jpg","Baseline",1,6
"460","061",115350.5,"A sports stadium. There were some people on electronic devices right in front of where the picture was taken as well as some who needed lamps to do righting on the left side of the image. The turf phased between a lighter and darker green and was positioned with the longest side going from left to right not front to back. There was some sort of arch above the stadium, and white triangular supports lifted the top of the stadium up. There was an audience with quite a bit of red in it.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_6.jpg","Baseline",1,6
"260","061",101767,"A street view with trees poking over the tops. If you looked straight on you could see at least two red vehichles in the road and also observe that all the lights were either red or yellow. Mid-day with blue and cloudy sky. The right side of the image was obstruced by signs describing something about main street or something like that, they were purple. ",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_8.jpg","Baseline",1,6
"560","061",96366.700000003,"An undisturbed pond with yellowish leaves on the top, a sunken log beneath the greyish-green water and grass all around it. There were trees beyond and surrounding the pond as well as a small view of buildings in the very back. The sky was blue. Most of the image was an array of shades of green.",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_9.jpg","Baseline",1,6
"160","061",79942.599999994,"An indoor swimming pool with very blue water. There were white sitting chairs at the back and next to the right hand side. The left side had a brown door and was the only side without windows in the wall. The lights and door reflected back from the water. The lights were circular and whiteish yellow.",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_13.jpg","Baseline",1,6
"361","062",68734.5,"giant white columns on sides, very white and light blue, looks like greece, long windows, pool area opens up to the outside",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_3.jpg","Competitive",1,6
"561","062",57358.8000000119,"very white and classic, high ceilings, minimal decor, two lounge chairs on the right side, pool is inside house",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_5.jpg","Competitive",1,6
"261","062",61103,"large columns, signs that say 7 ft and 8 ft, high ceilings, mostly white",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_6.jpg","Competitive",1,6
"161","062",94518.3999999911,"outdoor pool house but pool is indoors under cover, light brown wood on ceilings, big windows, tropical looking outside, dark blue water",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_8.jpg","Competitive",1,6
"661","062",56454.8000000119,"black roof, blue big pipes on ceiling, little trees at the back, high ceilings",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_9.jpg","Competitive",1,6
"461","062",36558.700000003,"bright blue water, two purple chairs in top left corner, compact indoor pool, colorful",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_13.jpg","Competitive",1,6
"562","063",67954,"A rectangular pool with white marble walls and a very big window with smaller squares in it.",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_3.jpg","Baseline",2,6
"262","063",53238.3000000003,"A downtown setting with two tram lanes and also a bike lane. Many people walking around. Kind of dark and gloomy outside.",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_5.jpg","Baseline",2,6
"362","063",51265.2000000002,"A hockey rink, black scoreboard, two blue cones, laughter from the people there having fun.",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_6.jpg","Baseline",2,6
"162","063",123470.8,"A very bright and lit up library. Second story had a red railing. Ceiling had an open window with circular decorations in from of them. On the first floor there was a lounge with brownish/maroonish leather couches.",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_8.jpg","Baseline",2,6
"462","063",70766.5,"A very green and alive pond. Looked like it had an island towards the left with a tree. On the right side there was some rocks and dirt near the waterline. ",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_9.jpg","Baseline",2,6
"662","063",63782.8000000007,"A soccer stadium. Very electric and looked like a party. It was night time and there was a white team and blue team I believe.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_13.jpg","Baseline",2,6
"563","064",95541.299999997,"a library that is 2 stories tall. it was dar and mysterious with long tables that run through the middle. lining the walls on the sides are sculptures of heads as well as ladders to reach books. the wood of the tables is a lighter color with lamps at each table while the wood of the shelves and floor is a darker stain. ",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_3.jpg","Competitive",2,6
"463","064",136406.5,"a library that is 2 stories. the top story is surrounded by a red hand railing.  the roof is made out of three large, round skylights complete with hanging light fixtures from the middle. on the bottom floor there is a round table with 4 chairs placed around it. on either side of this table is 3 bookcases and at the end of each is a white sculpture of a head.  this room was bright, lively, and the books were colorful.   ",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_5.jpg","Competitive",2,6
"263","064",88126.400000006,"a simple library. there is a main table in the middle of the image that has 4 chairs surrounding it with a bar that runs through the table that I believe is a light. this table area is surrounded by book shelves that are shorter and not completely full of books.  there is nothing present on the tables but on the shelves most of the books were a blue color. ",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Competitive",2,6
"363","064",121342.599999994,"a fancy library. This room has an orange glow to it because of the orang-ish staining of the wood. the ceiling has a very fancy mural depicting what looks to be greek art. the flooring is a honeycomb cut. this library is also 2 stories and the top story has a railing complete with gold fixings on top of the rail. ",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_8.jpg","Competitive",2,6
"663","064",103582.800000012,"a library.  In the foreground of this image, there is a medium sizes circular table with a small light on it.  there are comfy looking chairs surrounding it.  the room is busy with furniture and details.  in the top right of the library there is a half dome with a dark, story mural on the ceiling that is a dark teal color. the wood of this room is also a dark stained color and there is not natural light coming into the room. ",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_9.jpg","Competitive",2,6
"163","064",121958.799999997,"simple library. in the foreground there is several long tables that are a light color. they have a light bar through each of them.  behind these tables there is a tall bookshelves that has hundreds of colorful books on them. next to this shelf there is a column that cuts through the middle of the image.  in the background of the library you can see a second story with more seating and more book shelves. ",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_13.jpg","Competitive",2,6
"164","065",174349.799999952,"an ice rink with a mic of adults and children. Some of the children had red or blue assisting devices (walker) in the middle of the rink. Many skaters had red or blue sweatshirts and another child in the front left had striped gloves. There were bleachers in the back of the rink which were empty. All the ice skaters were going counterclockwise.  ",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_3.jpg","Baseline",3,6
"364","065",205606.900000095,"a big city such as New York. There was a big red bus appearing to be going away on the right side of the road. There was a man walking forwards on the side walk on the right side. There were tall buildings surrounding the road. There were many billboards for musicals on the buildings. There was a board for The Lion King on the right building and an advertisement for Dear Evan Hansen on the building on the left. There weren't many cars on the road except for the red bus. ",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_5.jpg","Baseline",3,6
"464","065",99998.9000000954,"a library with three wooden tables and chairs with a square metal frame on the top of each table. The tables were surrounded by shelves of books with blue borders. There were also more shelves behind the immediate shelves near the wooden tables. ",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Baseline",3,6
"564","065",39710.7000000477,"a pond surrounded by greenery. There were green trees and green plants surrounding the pond. The green plants reflected off the pond, making it appear as if the pond was green as well. ",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_8.jpg","Baseline",3,6
"264","065",140406.799999952,"a soccer stadium. There were bleachers surrounding all four sides but only people filling the bleachers nearest to the front of the image and to the left of the stadium. There were about three flags being flown by some fans in the front bleachers. The field itself was bright green and there were two large goals towards the back of the field and on either side of the field. There were also three small goals on the right side of the field. The bleachers were alternating colors of red, black, and gray. ",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_9.jpg","Baseline",3,6
"664","065",77038.9000000954,"a blue pool with surrounding blue chairs and loveseats. There were blue chairs on the right side of the pool and two blue love seats at the other end of the pool. There were three windows on the right side, on in the back wall of the pool and a glass door on that wall as well. ",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_13.jpg","Baseline",3,6
"265","066",70117.700000003,"a skating rink that included many adults and children. Some of the children were using blue and red boxes to assist them while skating. There was also a worker putting out orange cones.",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_3.jpg","Competitive",3,6
"365","066",88438.700000003,"an outdoor skating rink that was during Christmas time due to the Christmas trees in the background. Some of the skaters were wearing very bright skates that were almost glowing. one group of skaters were also taking a selfie.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_5.jpg","Competitive",3,6
"565","066",68350.799999997,"An indoor skating rink from the perspective of the hockey goal post/stand. It was the kids side of the rink which was separated by red cones. There were many children.",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_6.jpg","Competitive",3,6
"165","066",55790.6000000089,"an indoor skating rink that included many pairs of skaters. Many of the pairs were holding hands while skating. There was also a worker putting out orange cones.",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_8.jpg","Competitive",3,6
"465","066",48302.799999997,"A portion of an indoor skating rink. There were only a couple of people there. There were many kids and two adult men observing them.",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_9.jpg","Competitive",3,6
"665","066",53766.599999994,"an indoor skating rink from the perspective of the stands/seating area. The seats were bright orange and there were many people on the skating floor.",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_13.jpg","Competitive",3,6
"366","067",50005.3999998569,"A library that was filled with books. There were books covering all of the walls and there was a ladder to reach the higher part of the wall. The library was also empty with no people. ",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_3.jpg","Baseline",4,6
"566","067",55390.6999998093,"A soccer stadium/field that was during the middle of the soccer game. The players were not running but were standing and there were fans in the crowd. ",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_5.jpg","Baseline",4,6
"166","067",34551.1000001431,"A city during the day, but the streets did not have many people on them. There was one person walking on the sidewalk in a yellow jacket. ",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_6.jpg","Baseline",4,6
"466","067",23846.6000001431,"A hockey stadium during the middle of a hockey game. There were fans and the photo was very bright. ",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_8.jpg","Baseline",4,6
"666","067",36119,"A pool that was empty. There were no people seen but the pool was very clean and nice, and there were very pretty lights hanging above. ",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_9.jpg","Baseline",4,6
"266","067",22846.9000000954,"A pond with leaves in the water. There was very green grass surrounding the pool. ",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_13.jpg","Baseline",4,6
"367","068",68821.700000003,"A street with green and brown buildings, light colors, horizon at 70 degrees, light gray street.",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_3.jpg","Competitive",4,6
"267","068",62086.8000000119,"Dark street, mostly black buildings with tinted windows, a few trees near the edges, horizon directly ahead.",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_5.jpg","Competitive",4,6
"467","068",93742.8000000119,"a gray street, horizon directly ahead, red bus in middle of screen, sign for lion king musical in top right, electronic billboard for Dear Evan Hanson in top left, light blue but faded sky.",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_6.jpg","Competitive",4,6
"567","068",69142.700000003,"two cars near camera, one car closer than the other, large white building on left, large light brown building on right, horizon straight ahead.",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_8.jpg","Competitive",4,6
"167","068",68566.599999994,"Dark street, mostly grayscale, sign saying 48 degrees near left side of screen, lots of cars near the right side of screen.",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_9.jpg","Competitive",4,6
"667","068",73662.799999997,"gray street with lots of trees on left, light brown building on left, crane in top left corner, right purple and teal sign very close to camera on right side, no visible horizon.",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_13.jpg","Competitive",4,6
"268","069",76989.6000001431,"A large soccer field filled with audiences and a few players on the field. The seats are blue and many audiences are wearing red. The sky is clear blue. ",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_3.jpg","Baseline",5,6
"468","069",70070.7000000477,"A city with monotonous buildings, and the weather is fairly cloudy. A red sign indicates that it is 45 degrees. ",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_5.jpg","Baseline",5,6
"168","069",83414.9000000954,"A large blue fancy swimming pool with white benches on the side. There are two big pipe-looking bars on the ceiling. There are no people present at the scene. ",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_6.jpg","Baseline",5,6
"368","069",76238.7000000477,"An ice skate link with multiple people. The boy in the middle is wearing blue. ",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_8.jpg","Baseline",5,6
"568","069",61638.9000000954,"A large, two-story library building. The interior is fairly classic with wooden, antique designs. There is a classical painting on the ceiling. There are no people present in the scene. ",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_9.jpg","Baseline",5,6
"668","069",57662.8000001907,"A small, blue pond with many green trees, plants and flowers around it. Yellow flowers with long grass in front of the picture. No people present in the scene. ",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_13.jpg","Baseline",5,6
"669","070",99411.6999998093,"A very light green field in a brightly lit stadium. The stadium is open to the sky and there is an arch above it.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_3.jpg","Competitive",5,6
"569","070",81982.3999998569,"A bright green football field and a crowd with people wearing many different colors. The view is from a corner of the field.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_5.jpg","Competitive",5,6
"369","070",93958.5999999046,"What looks to be a soccer field which is bright green. There are flags in the center of the picture, and the sky seems to be revealing that it is evening time.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_6.jpg","Competitive",5,6
"469","070",78510.5999999046,"A soccer field with darker green grass, and the crowd is wearing black and white clothing.",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_8.jpg","Competitive",5,6
"269","070",79318.7000000477,"A big football stadium with lots of crowd members wearing many different colors. The top of the stadium casts a shadow on the field, making it darker and less vibrant.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_9.jpg","Competitive",5,6
"169","070",47254.7000000477,"I very bright green soccer field, and on it are soccer players who appear to be in the middle of a game.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_13.jpg","Competitive",5,6
"570","071",59869.3999998569,"a library full of books with a ladder upfront and many tables and chairs throughout the center.",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_3.jpg","Baseline",6,6
"370","071",122054.5,"an inside pool with a unique ceiling designed with light colored wood.",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_5.jpg","Baseline",6,6
"270","071",71687.1000001431,"a huge soccer field stadium packed with fans but no one on the field.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_6.jpg","Baseline",6,6
"670","071",140830.799999952,"street view of a small downtown/city with cars in front of us and a woman crossing the road.",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_8.jpg","Baseline",6,6
"170","071",38374.4000000954,"ice skating rink with a lot of kids and a big overhang above it all.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_9.jpg","Baseline",6,6
"470","071",63983.0999999046,"a small beautiful calm lake/pond with the greenest trees and bushes in the background.",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_13.jpg","Baseline",6,6
"471","072",59582.5999999996,"Water with yellow flowers on the edges and the sky was gray with clouds",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_3.jpg","Competitive",6,6
"271","072",46318.4000000004,"a body of water that I could not see all of. It only showed the side view with some trees and a bright blue sky",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_5.jpg","Competitive",6,6
"171","072",52246.5,"The water was a little dirty. There was some shallow parts where the dirt was exposed with logs on top. In the distance was a building of some sort",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_6.jpg","Competitive",6,6
"671","072",40494.9000000004,"a small body of water with a ton of lilypads. There was lots of greenery as well",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_8.jpg","Competitive",6,6
"571","072",31174.7999999998,"The body of water had a reflection of all of the trees in the back of the picture",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_9.jpg","Competitive",6,6
"371","072",27814.7999999998,"on the outside of the water there was some stringy grass ",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_13.jpg","Competitive",6,6
"672","073",91766.099999994,"a soccer stadium full of people. the ceiling has been opened up and has an arching bridge over top. two teams are on the green field along with their country's flag.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_3.jpg","Baseline",1,7
"372","073",115630.199999988,"an indoor pool mostly made of concrete with clear, light blue water. Hanging light bulbs reflect on the surface of water. 6 columns are arranged around the room with water depths of 7 and 8ft marked on them.",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_5.jpg","Baseline",1,7
"272","073",53886.599999994,"a library with big windows, a balcony, hanging lamps, high ceilings, long shelves full of books, and a few stretched tables.",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_6.jpg","Baseline",1,7
"172","073",89727.099999994,"a cityscape featuring buildings, cars driving away from the origin, a yellow construction crane in the background, a diagonal crosswalk, a stoplight on the yellow, and a purple sign in the right foreground",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_8.jpg","Baseline",1,7
"572","073",107438.5,"a group of people skating at an indoor ice rink. Most are in pairs holding hands. Mostly women. There are flags/tapestries hanging from the rafters. Some orange construction cones are on the ice. a man in a navy blue reebok shirt and a white hat ",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_9.jpg","Baseline",1,7
"472","073",80918.599999994,"a marsh landscape with a small rock in the bottom right, a sunken tree or log below the water surface of the pond, floating algae, grass and trees in the background, mid-day sunlight, clear skies, a small, dark house in the background",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_13.jpg","Baseline",1,7
"173","074",50861.1000001431,"7ft and 8ft signs on columns, sofa middle back behind pool.",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_3.jpg","Competitive",1,7
"373","074",66742.9000000954,"ocean in background along with two palm trees, lots of chairs on the side of pool, pool opens up to view of the ocean.",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_5.jpg","Competitive",1,7
"273","074",52462.7999999523,"One blue and one yellow tube above the pool with chairs on side.",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_6.jpg","Competitive",1,7
"573","074",87358.5999999046,"Dark blue pool, windows from middle towards right side of image, nature on other side of windows.",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_8.jpg","Competitive",1,7
"473","074",56358.3999998569,"Windows on right side of pool, glass doors in middle of image behind pool leading into the house, furniture on left side of pool.",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_9.jpg","Competitive",1,7
"673","074",59183,"Pleasing to the eye, two paintings on back wall along with a few on the side, back right painting is a sunset.",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_13.jpg","Competitive",1,7
"174","075",49646.7000000179,"ice skating rink with a group of two men and a child that fell as the closest three, as well as three women to the left of the men, further away from the photographer",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_3.jpg","Baseline",2,7
"674","075",67134.2999999821,"a large library, a sun roof with clear glass, the rest of the ceiling was a dark blue, there are two velvet couches on the first floor, totally symmetrical, no people were in the picture",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_5.jpg","Baseline",2,7
"474","075",47878.8000000119,"an unused plot of land, a lake and a lot of grass, trees further away as well as to the left of the photographer, no people",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_6.jpg","Baseline",2,7
"574","075",46294.900000006,"a soccer game taken from above, chelsea was playing, they had blue jerseys, there was a coca-cola ad next to the lgogos of the team. the stadium is also full of spectators ",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_8.jpg","Baseline",2,7
"274","075",42270.6999999881,"a pool, no people were in the image, the walls of the pool are on either side, with a large stain of glass directly in front. the walls were an eggshell white",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_9.jpg","Baseline",2,7
"374","075",65750.8999999762,"a busy street, a bike lane on the left pointing towards the photographer, as well as a one way sign for the intersecting street, the sign pointed left. cars were also parked further down the street and there was a bus stop on the right before the streets intersected",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_13.jpg","Baseline",2,7
"175","076",61094.9000000954,"a large room in a library, with blue ceilings and two floors. there are shelves of books on every floor.",0,"false","fMRI Images/indoor_3_11.jpg","Library",3,11,"Face Stimuli/face_3.jpg","Competitive",2,7
"275","076",77790.8000001907,"a large room with shelves of books on the walls. the room has chestnut wood decor",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_5.jpg","Competitive",2,7
"475","076",37638.7000000477,"a library room with a desk in the center and books with blue tape on them in the background on the shelves",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Competitive",2,7
"375","076",45126.9000000954,"a library room with five main windows, tables and chairs, and two floors of shelves of books. ",0,"false","fMRI Images/indoor_3_9.jpg","Library",3,9,"Face Stimuli/face_8.jpg","Competitive",2,7
"675","076",41302.6000001431,"a room with tables and chairs, antique designs with a mural on the top right side",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_9.jpg","Competitive",2,7
"575","076",47086.5999999046,"picture taken from the top of a library room, there are rows of tables in the middle of the room and the floors have a greenish yellow tint",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_13.jpg","Competitive",2,7
"276","077",90375,"an ice skating rink with brown bleachers in the back of the scene. People of all ages including some children using red and blue objects to help them balance as well as other kids and adults skating without assistance.",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_3.jpg","Baseline",3,7
"676","077",100782.200000048,"a soccer stadium with pink, black, and white team colors. The roof of the stadium is flat and covers parts of the bleachers on both sides with lights lined up on them. Fans closer to the goal are waiving flags as well.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_5.jpg","Baseline",3,7
"576","077",73166.6000001431,"a library which consisted of two wooden tables with four wooden chairs at each of them. The tables were surrounded by wooden book shelves which seemed to contain different magazines on them.",0,"false","fMRI Images/indoor_3_15.jpg","Library",3,15,"Face Stimuli/face_6.jpg","Baseline",3,7
"376","077",99166.7999999523,"of Times Square in New York City. Near the front of the image was a crosswalk at an intersection and to the right there was several advertisments including one for the broadway showing of The Lion King. On the left there was a red bus in the street and the stock market aside from the street.",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_8.jpg","Baseline",3,7
"176","077",82678.5,"an indoor pool which looks to be a part of a large house. Near the end of the pool there were 2 blue couch-like chairs accompanied by 2 blue normal chairs on the left and right sides of the pool. In the bottom left corner, there was part of a hot tub visible.",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_9.jpg","Baseline",3,7
"476","077",101774.600000143,"a pond or swamp with daphadils or the \""hotdog\"" looking plant lining the front of the image. Trees and other shrubbery and greenery surround the body of water and there was a fence line visible near the back of the scene. ",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_13.jpg","Baseline",3,7
"477","078",42086.5,"a boy leaning with his arm up in the lower left corner. The roof is also shades of black and grey. ",0,"false","fMRI Images/indoor_9_8.jpg","Ice Skating",9,8,"Face Stimuli/face_3.jpg","Competitive",3,7
"677","078",40014.4000000954,"rows of seats that are orange. The seats are facing people skating in the back ground, there are also blue signs on the side of the rink.",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_5.jpg","Competitive",3,7
"577","078",43486.5999999046,"children learning how to skate. There are orange cones and a blue box at the bottom of the picture.",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_6.jpg","Competitive",3,7
"277","078",42774.8000001907,"There are two men both in jeans and a sweatshirt with their back facing the camera. A part of the wall in the background has a slight red/orange tint to it.",0,"false","fMRI Images/indoor_9_7.jpg","Ice Skating",9,7,"Face Stimuli/face_8.jpg","Competitive",3,7
